MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,RL,95.0,13651,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,7,6,1973,1973,Gable,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,343,2223,Ex,2223,0,2223,1,2,0,3,TA,8,2,Attchd,1973.0,Fin,2,516,TA,300,0,0,2,2007,WD,Normal,244000
20,RL,69.0,7599,Reg,Lvl,Corner,Mitchel,Norm,1Fam,1Story,4,6,1982,2006,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,0,280,845,TA,845,0,845,1,1,0,2,TA,4,0,Detchd,1987.0,Unf,2,360,TA,0,0,0,6,2007,WD,Normal,129500
60,RL,74.0,10141,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,832,832,Gd,885,833,1718,0,2,1,3,TA,7,1,Attchd,1998.0,Fin,2,427,TA,0,94,0,12,2009,WD,Normal,185000
20,RL,85.0,10200,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1954,2003,Gable,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,362,404,1086,Gd,1086,0,1086,1,1,0,3,TA,6,0,Attchd,1989.0,Unf,2,490,TA,0,0,0,5,2010,WD,Normal,144900
50,RM,60.0,5790,Reg,Lvl,Corner,OldTown,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,840,840,Gd,840,765,1605,0,2,0,3,TA,8,0,Detchd,1915.0,Unf,1,379,TA,0,0,202,5,2010,WD,Normal,107400
180,RM,21.0,1596,Reg,Lvl,Inside,MeadowV,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,462,TA,526,462,988,1,1,0,2,TA,5,0,BuiltIn,1973.0,Unf,1,297,TA,120,101,0,11,2009,WD,Normal,91000
20,RL,70.04995836802665,8475,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,7,1956,1956,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,724,952,Ex,952,0,952,0,1,0,2,TA,4,0,Detchd,1956.0,Unf,1,283,TA,0,0,0,4,2008,WD,Normal,135750
50,RM,50.0,8635,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,672,TA,1072,213,1285,1,1,0,2,TA,6,0,Detchd,1948.0,Unf,1,240,TA,0,0,0,1,2008,WD,Normal,127000
90,RL,72.0,10778,Reg,Lvl,Inside,Sawyer,Norm,Duplex,1Story,4,5,1968,1968,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1768,1768,TA,1768,0,1768,0,2,0,4,TA,8,0,Attchd,2005.0,Unf,0,0,TA,0,0,0,4,2010,WD,Normal,136500
50,RM,60.0,10440,Reg,Lvl,Corner,OldTown,Norm,1Fam,2Story,5,6,1910,1981,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,440,440,Gd,682,548,1230,0,1,1,2,TA,5,0,Detchd,1966.0,Unf,2,440,TA,74,0,128,5,2009,WD,Normal,110000
60,RL,100.0,13000,Reg,Lvl,Corner,NAmes,Norm,1Fam,2Story,6,6,1968,1968,Gable,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,896,TA,1182,960,2142,0,2,1,4,Gd,8,1,Attchd,1968.0,Fin,1,509,TA,0,72,0,6,2009,WD,Normal,193500
120,RM,32.0,4500,Reg,Lvl,FR2,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,Ex,1337,0,1337,1,2,0,2,TA,5,0,Attchd,1998.0,Fin,2,405,TA,0,199,0,3,2006,WD,Normal,153500
20,RL,78.0,10206,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,1563,Ex,1563,0,1563,0,2,0,3,Gd,6,1,Attchd,2007.0,RFn,3,758,TA,144,99,0,10,2008,WD,Normal,245000
20,RL,80.0,8892,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1960,1960,Gable,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,1065,Gd,1065,0,1065,0,1,1,3,TA,6,0,Detchd,1974.0,Unf,2,461,TA,74,0,0,7,2007,COD,Normal,126500
80,RL,70.04995836802665,8530,IR1,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,5,1995,1996,Gable,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,Gd,804,670,1474,0,2,1,3,TA,7,1,BuiltIn,1995.0,Fin,2,400,TA,120,72,0,5,2009,WD,Normal,168500
60,RL,121.0,16059,Reg,Lvl,Corner,NoRidge,Norm,1Fam,2Story,8,5,1991,1992,Hip,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,1288,Ex,1301,1116,2417,0,2,1,4,Gd,9,1,Attchd,1991.0,Unf,2,462,TA,127,82,0,4,2006,WD,Normal,260000
60,RL,122.0,11911,IR2,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,684,Ex,684,876,1560,0,2,1,3,Gd,6,1,BuiltIn,2005.0,Fin,2,400,TA,100,38,0,3,2009,WD,Normal,174000
160,FV,40.0,3951,Reg,Lvl,Corner,Somerst,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,612,Ex,612,612,1224,0,2,1,2,Gd,4,0,Detchd,2009.0,RFn,2,528,TA,0,234,0,6,2009,New,Partial,164500
50,C (all),105.0,8470,IR1,Lvl,Corner,IDOTRR,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,1013,TA,1013,0,1526,0,1,0,2,Fa,6,0,Attchd,2005.0,Unf,0,0,TA,0,0,156,10,2009,ConLD,Abnorml,85000
20,RL,60.0,8070,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,4,5,1994,1995,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,0,402,990,Ex,990,0,990,1,1,0,3,TA,5,0,Attchd,2005.0,Unf,0,0,TA,0,0,0,8,2007,WD,Normal,123600
20,RL,60.0,7200,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,5,1950,1950,Gable,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,TA,TA,No,Unf,0,Unf,0,0,0,TA,1040,0,1040,0,1,0,2,TA,4,0,Detchd,1950.0,Unf,2,420,TA,0,29,0,7,2006,WD,Normal,109900
20,RL,85.0,8500,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,3,1961,1961,Hip,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,635,1235,TA,1235,0,1235,0,1,0,2,TA,6,0,Attchd,1961.0,Unf,2,480,TA,0,0,0,12,2006,WD,Abnorml,98600
30,RL,80.0,13360,IR1,HLS,Inside,Crawfor,Norm,1Fam,1Story,5,7,1921,2006,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,876,Ex,964,0,964,1,1,0,2,TA,5,0,Detchd,1921.0,Unf,2,432,TA,0,0,44,8,2009,WD,Normal,163500
190,C (all),60.0,7200,Reg,Lvl,Corner,OldTown,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,1214,Ex,1260,1031,2291,0,2,0,4,TA,9,1,Detchd,1900.0,Unf,2,506,TA,0,0,0,11,2007,WD,Normal,133900
60,RL,69.0,9337,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,0,176,824,Ex,905,881,1786,1,2,1,3,Gd,7,0,Attchd,1997.0,RFn,2,684,TA,0,162,0,5,2007,WD,Normal,204750
60,RL,70.04995836802665,9765,IR2,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,8,1993,1993,Gable,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,0,370,680,Gd,680,790,1470,0,2,1,3,TA,6,1,BuiltIn,1993.0,Fin,2,420,TA,232,63,0,4,2009,WD,Normal,185000
20,RL,78.0,10264,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,1588,Ex,1588,0,1588,0,2,0,3,Gd,6,0,Attchd,1999.0,RFn,2,472,TA,158,29,0,8,2006,WD,Normal,214000
20,RL,73.0,10921,Reg,HLS,Inside,Edwards,Norm,1Fam,1Story,4,5,1965,1965,Hip,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,0,440,960,TA,960,0,960,1,1,0,3,TA,6,0,Attchd,1965.0,Fin,1,432,TA,120,0,0,5,2007,WD,Normal,94750
30,RL,85.0,10625,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,5,5,1920,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,0,350,458,Fa,835,0,835,0,1,0,2,TA,5,0,Basment,1920.0,Unf,1,366,Fa,0,0,77,5,2010,COD,Abnorml,83000
20,RL,77.0,9320,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,5,1959,1959,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Unf,0,381,950,Fa,1225,0,1225,1,1,1,3,TA,6,0,Attchd,2005.0,Unf,0,0,TA,352,0,0,1,2010,WD,Normal,128950
20,RL,70.04995836802665,10603,IR1,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,7,1977,2001,Gable,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,1200,Unf,0,410,1610,Gd,1610,0,1610,1,2,0,3,Gd,6,2,Attchd,1977.0,RFn,2,480,TA,168,68,0,2,2010,WD,Normal,205000
60,RL,77.0,9206,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,5,1985,1985,Gable,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,741,741,TA,977,755,1732,0,2,1,3,Gd,7,1,Attchd,1985.0,Fin,2,476,TA,192,46,0,6,2010,WD,Normal,178000
90,RL,64.0,7018,Reg,Bnk,Inside,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,Gable,HdBoard,HdBoard,None,0.0,TA,Fa,Slab,TA,TA,No,Unf,0,Unf,0,0,0,TA,1535,0,1535,0,2,0,4,TA,8,0,Attchd,1979.0,Unf,2,410,TA,0,0,0,6,2009,WD,Alloca,118964
20,RL,94.0,10402,IR1,Lvl,Corner,CollgCr,Norm,1Fam,1Story,7,5,2009,2009,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1226,1226,Ex,1226,0,1226,0,2,0,3,Gd,6,0,Attchd,2009.0,RFn,3,740,TA,0,36,0,5,2010,WD,Normal,198900
50,RM,70.04995836802665,7758,Reg,Lvl,Corner,IDOTRR,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,224,Unf,0,816,1040,Ex,1226,592,1818,0,1,1,4,TA,7,2,Detchd,1951.0,Unf,1,240,TA,0,0,0,6,2007,WD,Normal,169500
60,FV,75.0,9375,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,2003,2004,Hip,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1053,1053,Ex,1053,939,1992,0,2,1,3,Gd,9,1,Attchd,2003.0,RFn,2,648,TA,140,45,0,8,2008,WD,Normal,250000
30,RM,60.0,10800,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,4,7,1885,1995,Mansard,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,641,641,Gd,1047,0,1047,0,1,0,2,TA,6,0,Detchd,1954.0,Unf,1,273,Fa,0,0,0,8,2007,WD,Normal,100000
20,RM,50.0,6000,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,5,1948,1950,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,104,BLQ,169,516,789,Ex,789,0,789,0,1,0,2,TA,5,0,Detchd,1948.0,Unf,1,250,TA,0,0,0,4,2008,WD,Partial,115000
50,RM,85.0,8500,Reg,Lvl,Corner,IDOTRR,Artery,1Fam,1.5Fin,5,7,1919,2005,Gable,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,793,793,TA,997,520,1517,0,2,0,3,Fa,7,0,Attchd,2005.0,Unf,0,0,TA,0,0,144,8,2007,WD,Normal,115000
20,RL,105.0,11751,IR1,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,6,1977,1977,Hip,Plywood,Plywood,BrkFace,480.0,TA,TA,CBlock,Gd,TA,No,BLQ,705,Unf,0,1139,1844,Ex,1844,0,1844,0,2,0,3,TA,7,1,Attchd,1977.0,RFn,2,546,TA,0,122,0,1,2010,COD,Normal,190000
50,RL,75.0,9525,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,444,Unf,0,550,994,Gd,1216,639,1855,0,2,0,4,TA,7,0,Attchd,1954.0,Unf,1,325,TA,182,0,0,10,2006,WD,Normal,136900
80,RL,70.04995836802665,7750,IR1,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,250,Unf,0,134,384,Ex,774,656,1430,0,2,1,3,TA,7,1,BuiltIn,2000.0,Fin,2,400,TA,180,0,0,4,2010,WD,Normal,180000
60,RL,77.0,9965,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2007,2007,Gable,VinylSd,VinylSd,Stone,220.0,Gd,TA,PConc,Ex,TA,Av,GLQ,984,Unf,0,280,1264,Ex,1282,1414,2696,1,2,1,4,Ex,10,1,BuiltIn,2007.0,Fin,3,792,TA,120,184,0,10,2007,New,Partial,383970
20,RL,70.04995836802665,21000,Reg,Bnk,Corner,Crawfor,Norm,1Fam,1Story,6,5,1953,1953,Hip,Wd Sdng,Wd Sdng,BrkFace,184.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,35,Rec,869,905,1809,TA,2259,0,2259,1,2,0,3,Gd,7,2,Basment,1953.0,Unf,2,450,TA,166,120,192,10,2007,COD,Abnorml,217000
70,RL,61.0,7259,IR1,Lvl,Inside,Crawfor,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,774,LwQ,150,104,1028,Ex,1436,884,2320,1,2,1,3,Gd,9,1,Detchd,1945.0,Unf,1,180,TA,224,0,0,7,2007,WD,Normal,259500
160,FV,34.0,3230,Reg,Lvl,Corner,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,419,Unf,0,310,729,Gd,729,729,1458,0,2,1,2,TA,5,1,Detchd,1999.0,Unf,2,440,TA,0,32,0,6,2007,WD,Normal,176000
20,RL,70.04995836802665,11616,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1962,1962,Gable,Wd Sdng,Wd Sdng,BrkFace,116.0,TA,TA,CBlock,TA,TA,No,LwQ,170,BLQ,670,252,1092,TA,1092,0,1092,0,1,0,3,TA,6,1,Attchd,1962.0,Unf,1,288,TA,0,20,144,9,2009,WD,Normal,139000
20,RL,74.0,8536,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,5,5,2006,2007,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1125,1125,Gd,1125,0,1125,0,1,1,2,TA,5,0,Attchd,2007.0,Unf,2,430,TA,80,64,0,4,2007,New,Partial,155000
60,RL,90.0,12376,Reg,Lvl,Corner,SawyerW,Norm,1Fam,2Story,7,5,1990,1990,Hip,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1470,Unf,0,203,1673,Gd,1699,1523,3222,1,3,0,5,Gd,11,2,Attchd,1990.0,Unf,3,594,TA,367,0,0,5,2010,WD,Normal,320000
60,RL,65.0,8461,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,Ex,728,728,1456,0,2,1,3,Gd,8,1,Attchd,2005.0,Fin,2,390,TA,0,24,0,7,2006,New,Partial,163990
80,RL,70.04995836802665,21453,IR1,Low,CulDSac,ClearCr,Norm,1Fam,SLvl,6,5,1969,1969,Flat,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,938,Unf,0,0,938,Ex,988,0,988,1,1,0,1,TA,4,2,Attchd,1969.0,Unf,2,540,TA,0,130,0,10,2006,WD,Normal,180000
50,RM,50.0,6060,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,732,732,Gd,772,351,1123,0,1,0,3,TA,4,0,Detchd,1979.0,Unf,1,264,TA,0,0,140,6,2007,WD,Normal,100000
20,RL,75.0,9464,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,6,7,1958,1958,Hip,MetalSd,MetalSd,BrkFace,135.0,TA,Gd,CBlock,TA,TA,No,BLQ,570,Unf,0,510,1080,Gd,1080,0,1080,0,1,0,3,TA,5,0,Attchd,1958.0,Unf,1,288,TA,0,0,0,6,2008,WD,Normal,136000
120,RL,55.0,7892,Reg,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,6,5,1993,1993,Gable,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,0,899,1199,Ex,1199,0,1199,0,2,0,2,Gd,5,0,Attchd,1993.0,RFn,2,530,TA,0,63,0,3,2008,WD,Normal,153900
20,RL,48.0,17043,IR1,Lvl,CulDSac,NWAmes,Norm,1Fam,1Story,6,5,1979,1998,Gable,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,Gd,Fa,No,Unf,0,Unf,0,1362,1362,TA,1586,0,1586,0,2,0,3,TA,7,1,Attchd,1979.0,Unf,2,435,TA,192,0,0,1,2009,WD,Normal,181000
190,RM,60.0,6780,Reg,Lvl,Inside,IDOTRR,Norm,2fmCon,1.5Fin,6,8,1935,1982,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,Av,GLQ,490,Unf,0,30,520,Gd,520,0,754,1,1,0,2,TA,5,0,Attchd,2005.0,Unf,0,0,TA,53,0,0,6,2006,WD,Normal,84500
120,RL,70.04995836802665,4928,IR1,Lvl,Inside,NPkVill,Norm,TwnhsE,1Story,6,5,1976,1976,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,120,Unf,0,958,1078,TA,958,0,958,0,2,0,2,TA,5,1,Attchd,1977.0,RFn,2,440,TA,0,205,0,2,2007,WD,Normal,128000
45,RM,55.0,4388,IR1,Bnk,Inside,OldTown,Feedr,1Fam,1.5Unf,5,7,1930,1950,Gable,WdShing,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,LwQ,116,Unf,0,556,672,Ex,840,0,840,0,1,0,3,TA,5,1,Attchd,2005.0,Unf,0,0,TA,0,0,0,6,2007,WD,Normal,87000
60,RL,69.0,7590,Reg,Lvl,Inside,NAmes,PosN,1Fam,2Story,6,5,1966,1966,Gable,VinylSd,VinylSd,BrkFace,266.0,TA,TA,CBlock,TA,TA,No,BLQ,512,Unf,0,148,660,TA,660,688,1348,0,1,1,3,TA,6,1,Attchd,1966.0,RFn,2,453,TA,188,108,0,7,2006,WD,Normal,155000
20,RL,69.0,8973,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1958,1991,Gable,Plywood,Plywood,BrkFace,85.0,TA,TA,CBlock,TA,TA,No,Rec,567,BLQ,28,413,1008,TA,1053,0,1053,0,1,1,3,Ex,6,0,2Types,1998.0,RFn,2,750,TA,0,80,0,7,2006,WD,Abnorml,150000
60,RL,88.0,14200,Reg,Lvl,Corner,NAmes,Norm,1Fam,2Story,7,6,1966,1966,Gable,MetalSd,MetalSd,BrkFace,309.0,TA,TA,CBlock,TA,TA,No,Rec,445,Unf,0,479,924,Ex,1216,941,2157,0,2,1,4,Gd,8,2,Attchd,1966.0,Fin,2,487,TA,105,66,0,5,2006,WD,Normal,226000
60,RL,70.04995836802665,12224,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,GLQ,695,Unf,0,297,992,Ex,1022,1032,2054,1,2,1,3,Gd,7,1,BuiltIn,2000.0,RFn,2,390,TA,24,48,0,7,2009,WD,Normal,244000
20,RL,75.0,7388,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,6,1959,2002,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,405,Unf,0,658,1063,Gd,1327,0,1327,1,1,0,3,Gd,7,0,Detchd,1974.0,Unf,2,624,TA,0,0,0,7,2007,WD,Normal,150750
20,RL,70.04995836802665,6853,IR1,Lvl,Inside,Timber,Norm,1Fam,1Story,8,5,2001,2002,Gable,VinylSd,VinylSd,BrkFace,136.0,Gd,TA,PConc,Ex,TA,No,GLQ,1005,Unf,0,262,1267,Ex,1296,0,1296,1,2,0,2,Gd,6,0,Attchd,2001.0,Fin,2,471,TA,192,25,0,6,2009,WD,Normal,220000
20,RL,78.0,10335,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,6,1968,1993,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,570,Unf,0,891,1461,Gd,1721,0,1721,0,2,1,3,TA,7,1,Attchd,1968.0,RFn,2,440,TA,0,96,180,7,2006,WD,Normal,180000
20,RL,80.0,10400,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,6,1970,1970,Hip,Plywood,Plywood,BrkFace,288.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,1304,1304,Gd,1682,0,1682,0,2,0,3,TA,7,1,Attchd,1970.0,Unf,2,530,TA,98,0,0,5,2008,WD,Normal,174000
20,RL,70.04995836802665,10355,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,5,1967,1967,Gable,MetalSd,MetalSd,BrkFace,196.0,TA,TA,CBlock,TA,TA,No,BLQ,695,Unf,0,519,1214,TA,1214,0,1214,0,2,0,3,TA,5,1,Attchd,1967.0,RFn,1,318,TA,0,111,0,7,2007,WD,Normal,143000
90,RL,82.0,11070,Reg,Lvl,Inside,Mitchel,Norm,Duplex,1Story,7,5,1988,1989,Gable,VinylSd,VinylSd,BrkFace,70.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1907,1907,Gd,1959,0,1959,0,3,0,5,TA,9,0,2Types,1989.0,Unf,3,766,TA,0,0,0,7,2006,WD,Family,171000
60,RL,73.0,9066,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,5,1999,2000,Gable,VinylSd,VinylSd,BrkFace,320.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,668,Unf,0,336,1004,Ex,1004,848,1852,0,2,1,3,Gd,7,2,Attchd,1999.0,Fin,3,660,TA,224,106,0,12,2008,WD,Normal,230000
60,RL,65.0,15426,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,821,Unf,0,107,928,Ex,928,836,1764,1,2,1,3,Gd,7,0,Attchd,1997.0,RFn,2,470,TA,276,99,0,8,2009,WD,Normal,231500
20,RL,70.0,10500,Reg,Lvl,FR2,NAmes,Norm,1Fam,1Story,4,5,1971,1971,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,432,Unf,0,432,864,TA,864,0,864,0,1,0,3,TA,5,1,Attchd,2005.0,Unf,0,0,TA,0,0,0,4,2010,ConLI,Normal,115000
20,RL,78.0,11645,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300,Unf,0,434,1734,Ex,1734,0,1734,1,2,0,3,Gd,7,0,Attchd,2005.0,Fin,2,660,TA,160,24,0,1,2006,WD,Normal,260000
50,RL,71.0,8520,Reg,Lvl,Corner,NAmes,Artery,1Fam,1.5Fin,5,4,1952,1952,Gable,BrkFace,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,No,Rec,507,Unf,0,403,910,Fa,910,475,1385,0,2,0,4,TA,6,0,Detchd,2000.0,Unf,2,720,TA,0,0,0,6,2010,WD,Normal,166000
